update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
228,1867776,7552,28,2423.5,2303.2,3.6,7.9,2.25,0.6923,0.6667,0.7143,0.0,0.6923,,264.6,4.96,7.31,1.0035,15.01,0.3704,2.73,0.0108,0.1126,0.832,-0.0054,0.0214,-0.9285,45,random
229,1875968,7573,21,2435.0,2316.3,3.5,7.9,2.28,0.3846,0.6667,0.3,0.0,0.3846,,314.2,6.1,-7.23,1.0167,15.77,0.3686,2.76,0.0103,0.0991,0.7447,-0.009,0.0303,-0.9408,45,random
230,1884160,7597,24,2446.6,2358.5,3.5,7.8,2.16,0.75,0.6667,0.8,0.0,0.75,,356.1,6.12,5.88,0.993,15.82,0.3597,2.7,0.0104,0.0988,0.8584,-0.0075,0.0244,-0.9463,45,random
231,1892352,7623,26,2457.8,2452.3,3.3,7.8,2.13,0.8333,1.0,0.6667,0.0,0.8333,,340.3,6.31,8.42,0.9967,15.8,0.3611,2.71,0.0139,0.1067,0.8511,-0.007,0.0284,-0.924,46,random
232,1900544,7654,31,2469.1,2430.7,3.4,7.7,2.16,0.8462,0.7143,1.0,0.0,0.8462,,386.4,6.84,12.54,0.9361,15.82,0.339,2.55,0.0087,0.0756,0.8969,-0.0088,0.0177,-0.8565,46,random
233,1908736,7676,22,2480.5,2345.5,3.5,7.8,2.28,0.75,0.8333,0.6667,0.0833,0.75,,304.2,6.14,4.17,0.9646,16.04,0.3476,2.62,0.01,0.0965,0.9164,-0.0085,0.0159,-0.8658,46,random
234,1916928,7703,27,2491.7,2515.6,3.3,8.0,1.98,0.8333,0.8571,0.8182,0.0,0.8333,,269.2,5.59,11.78,0.9361,15.51,0.3415,2.55,0.0115,0.0981,0.8588,-0.0079,0.0233,-0.8738,46,random
235,1925120,7724,21,2503.0,2618.6,3.1,7.8,1.79,0.7778,1.0,0.5,0.0,0.7778,,344.3,6.67,17.44,0.8905,15.42,0.3256,2.44,0.0092,0.1012,0.8637,-0.01,0.0222,-0.8318,46,random
236,1933312,7744,20,2513.9,2803.2,2.9,7.9,1.72,0.875,1.0,0.6667,0.0,0.875,,371.9,6.5,17.88,0.9408,16.94,0.3325,2.56,0.0131,0.1058,0.8952,-0.008,0.0193,-0.866,47,random
237,1941504,7765,21,2525.0,2640.7,3.1,7.7,1.89,0.75,1.0,0.5,0.0,0.75,,411.8,6.86,12.38,0.9215,15.85,0.3335,2.51,0.0085,0.0982,0.8628,-0.0077,0.0235,-0.8562,47,random
238,1949696,7787,22,2536.2,2428.0,3.4,7.9,2.06,1.0,1.0,1.0,0.0,1.0,,321.5,6.18,15.75,0.9503,16.63,0.338,2.59,0.0117,0.0914,0.9222,-0.0093,0.0148,-0.8522,47,random
239,1957888,7819,32,2547.8,2349.7,3.5,7.6,2.2,0.8824,0.8889,0.875,0.0,0.8824,,361.4,6.62,12.41,0.8972,15.95,0.324,2.45,0.0106,0.1036,0.8695,-0.0083,0.027,-0.8518,47,random
240,1966080,7843,24,2558.9,2432.1,3.4,7.4,2.16,0.7857,0.8,0.75,0.0,0.7857,,285.4,5.83,11.57,0.8755,15.55,0.319,2.4,0.0114,0.1134,0.8396,-0.0066,0.0274,-0.8038,47,random
241,1974272,7868,25,2569.9,2407.8,3.4,7.6,2.13,0.6667,0.0,0.8571,0.0,0.6667,,375.1,6.48,10.33,0.8889,15.95,0.3209,2.43,0.0118,0.0933,0.8813,-0.0072,0.0239,-0.8005,48,random
242,1982464,7897,29,2581.3,2256.0,3.6,7.6,2.4,0.8235,0.8889,0.75,0.0,0.8235,,298.8,6.14,9.76,0.876,15.77,0.3176,2.4,0.0104,0.099,0.8481,-0.0106,0.0253,-0.8071,48,random
243,1990656,7927,30,2592.7,2280.4,3.6,7.8,2.38,0.7895,0.8,0.7778,0.0,0.7895,,278.3,5.57,14.84,0.8837,15.92,0.3193,2.42,0.0114,0.0934,0.8134,-0.0084,0.0297,-0.7796,48,random
244,1998848,7950,23,2604.1,2348.7,3.5,7.6,2.23,0.8571,0.7778,1.0,0.0,0.8571,,309.0,6.35,9.64,0.9225,16.23,0.331,2.52,0.0109,0.1011,0.8389,-0.0079,0.0246,-0.8484,48,random
245,2007040,7974,24,2615.3,2346.9,3.5,7.8,2.28,0.9167,0.8,1.0,0.0,0.9167,,306.0,6.0,17.67,0.9546,16.15,0.3431,2.6,0.0112,0.0869,0.8962,-0.0094,0.0198,-0.8694,48,random
246,2015232,7993,19,2626.7,2433.5,3.4,7.8,2.16,0.9091,1.0,0.875,0.0,0.9091,,358.8,7.16,12.82,0.9044,15.89,0.327,2.47,0.0104,0.0921,0.8743,-0.0091,0.0198,-0.8646,49,random
